[(0, 107.849, 10.2069, 250.262, 0, 117.863, 30.5748, 58.1693, 17.1484, 99.6229, 189.89, 0), (2, 0), (0, 107.703, 10.1951, 252.501, 0, 117.716, 30.7228, 58.1533, 17.1598, 99.4703, 189.854, 359.78), 3.3322756828285005]
[(0, 107.703, 10.1951, 252.501, 0, 117.716, 30.7228, 58.1533, 17.1598, 99.4703, 189.854, 359.78), (2, 300), (0, 107.603, 10.1895, 255.172, 0, 117.616, 30.8241, 58.1377, 17.1722, 99.3699, 189.848, 359.78), 3.377054950441366]
[(0, 107.603, 10.1895, 255.172, 0, 117.616, 30.8241, 58.1377, 17.1722, 99.3699, 189.848, 359.78), (2, 300), (0, 107.365, 10.1814, 257.035, 0, 117.382, 31.0623, 58.0913, 17.2111, 99.0862, 189.684, 358.76), 3.511918543649108]
[(0, 107.365, 10.1814, 257.035, 0, 117.382, 31.0623, 58.0913, 17.2111, 99.0862, 189.684, 358.76), (2, 300), (0, 107.159, 10.177, 258.073, 0, 117.181, 31.2673, 58.0463, 17.2498, 98.8805, 189.679, 358.76), 3.6438830801409]
[(0, 107.159, 10.177, 258.073, 0, 117.181, 31.2673, 58.0463, 17.2498, 98.8805, 189.679, 358.76), (2, 300), (0, 106.798, 10.1735, 259.363, 0, 116.83, 31.6257, 57.9599, 17.3251, 98.4599, 189.396, 357.08), 3.8979083128921204]
[(0, 106.798, 10.1735, 259.363, 0, 116.83, 31.6257, 57.9599, 17.3251, 98.4599, 189.396, 357.08), (2, 300), (0, 106.53, 10.1735, 260.347, 0, 116.57, 31.8914, 57.8911, 17.3858, 98.1915, 189.394, 357.08), 4.101157693382488]
[(0, 106.53, 10.1735, 260.347, 0, 116.57, 31.8914, 57.8911, 17.3858, 98.1915, 189.394, 357.08), (2, 240), (0, 106.111, 10.1761, 259.86, 0, 116.166, 32.3053, 57.7787, 17.4853, 97.7163, 189.006, 354.86), 4.433190494958252]
[(0, 106.111, 10.1761, 259.86, 0, 116.166, 32.3053, 57.7787, 17.4853, 97.7163, 189.006, 354.86), (2, 300), (0, 105.816, 10.1755, 259.952, 0, 115.88, 32.5977, 57.704, 17.551, 97.4212, 189.002, 354.86), 4.654245944884303]
[(0, 105.816, 10.1755, 259.952, 0, 115.88, 32.5977, 57.704, 17.551, 97.4212, 189.002, 354.86), (2, 240), (0, 105.355, 10.1769, 259.48, 0, 115.435, 33.0534, 57.5832, 17.6577, 96.9305, 188.534, 352.24), 5.012363877776872]
[(0, 105.355, 10.1769, 259.48, 0, 115.435, 33.0534, 57.5832, 17.6577, 96.9305, 188.534, 352.24), (2, 300), (0, 105.033, 10.175, 259.62, 0, 115.122, 33.3726, 57.5037, 17.7273, 96.6088, 188.527, 352.24), 5.24814630263817]
[(0, 105.033, 10.175, 259.62, 0, 115.122, 33.3726, 57.5037, 17.7273, 96.6088, 188.527, 352.24), (2, 300), (0, 104.559, 10.1808, 262.562, 0, 114.667, 33.8393, 57.372, 17.8446, 96.1475, 187.994, 349.18), 5.640416711148935]
[(0, 104.559, 10.1808, 262.562, 0, 114.667, 33.8393, 57.372, 17.8446, 96.1475, 187.994, 349.18), (2, 300), (0, 104.224, 10.1919, 263.987, 0, 114.348, 34.1677, 57.2663, 17.9402, 95.8118, 187.999, 349.18), 5.9562233564752045]
[(0, 104.224, 10.1919, 263.987, 0, 114.348, 34.1677, 57.2663, 17.9402, 95.8118, 187.999, 349.18), (2, 300), (0, 103.717, 10.2194, 266.8, 0, 113.869, 34.6616, 57.088, 18.1033, 95.3833, 187.434, 345.63), 6.490184396785698]
[(0, 103.717, 10.2194, 266.8, 0, 113.869, 34.6616, 57.088, 18.1033, 95.3833, 187.434, 345.63), (2, 120), (0, 103.368, 10.2417, 263.681, 0, 113.541, 35.0007, 56.9596, 18.2213, 95.0324, 187.448, 345.63), 6.875468962931385]
[(0, 103.368, 10.2417, 263.681, 0, 113.541, 35.0007, 56.9596, 18.2213, 95.0324, 187.448, 345.63), (2, 300), (0, 103.019, 10.2459, 260.616, 0, 113.205, 35.3448, 56.863, 18.3073, 94.8483, 186.827, 341.56), 7.165202426514666]
[(0, 103.019, 10.2459, 260.616, 0, 113.205, 35.3448, 56.863, 18.3073, 94.8483, 186.827, 341.56), (2, 300), (0, 102.474, 10.257, 263.048, 0, 112.683, 35.8811, 56.7044, 18.4494, 94.3031, 186.819, 341.56), 7.641970717017104]
[(0, 102.474, 10.257, 263.048, 0, 112.683, 35.8811, 56.7044, 18.4494, 94.3031, 186.819, 341.56), (2, 300), (0, 102.103, 10.2719, 264.606, 0, 112.33, 36.2438, 56.584, 18.5586, 94.1956, 186.19, 336.63), 8.004574176638307]
[(0, 102.103, 10.2719, 264.606, 0, 112.33, 36.2438, 56.584, 18.5586, 94.1956, 186.19, 336.63), (2, 300), (0, 101.553, 10.3074, 268.467, 0, 111.814, 36.7772, 56.383, 18.7434, 93.6432, 186.205, 336.63), 8.611851421575313]
[(0, 101.553, 10.3074, 268.467, 0, 111.814, 36.7772, 56.383, 18.7434, 93.6432, 186.205, 336.63), (2, 300), (0, 101.179, 10.3426, 269.77, 0, 111.467, 37.1373, 56.2275, 18.8879, 93.6321, 185.599, 337.71), 9.081992100999212]
[(0, 101.179, 10.3426, 269.77, 0, 111.467, 37.1373, 56.2275, 18.8879, 93.6321, 185.599, 337.71), (2, 300), (0, 100.604, 10.4064, 271.568, 0, 110.938, 37.6883, 55.973, 19.1256, 93.0497, 185.638, 337.71), 9.852527258002644]
[(0, 100.604, 10.4064, 271.568, 0, 110.938, 37.6883, 55.973, 19.1256, 93.0497, 185.638, 337.71), (2, 300), (0, 100.213, 10.4563, 272.726, 0, 110.581, 38.0615, 55.7897, 19.2976, 92.9619, 185.065, 327), 10.408360381234797]
[(0, 100.213, 10.4563, 272.726, 0, 110.581, 38.0615, 55.7897, 19.2976, 92.9619, 185.065, 327), (2, 300), (0, 99.6271, 10.5404, 274.38, 0, 110.049, 38.6182, 55.5003, 19.5702, 92.3647, 185.121, 327), 11.287051851167242]
[(0, 99.6271, 10.5404, 274.38, 0, 110.049, 38.6182, 55.5003, 19.5702, 92.3647, 185.121, 327), (2, 300), (0, 99.2367, 10.6027, 275.441, 0, 109.697, 38.9875, 55.298, 19.7614, 92.5732, 184.696, 304.09), 11.902041458968663]
[(0, 99.2367, 10.6027, 275.441, 0, 109.697, 38.9875, 55.298, 19.7614, 92.5732, 184.696, 304.09), (2, 180), (0, 98.6599, 10.6909, 270.697, 0, 109.175, 39.5348, 55.007, 20.0359, 91.9837, 184.753, 304.09), 2.6802129063136735]
[(0, 98.6599, 10.6909, 270.697, 0, 109.175, 39.5348, 55.007, 20.0359, 91.9837, 184.753, 304.09), (2, 0), (0, 98.2782, 10.7301, 270.341, 0, 108.821, 39.9024, 54.8469, 20.1848, 92.4389, 184.453, 289.26), 2.7223023904396775]
[(0, 98.2782, 10.7301, 270.341, 0, 108.821, 39.9024, 54.8469, 20.1848, 92.4389, 184.453, 289.26), (2, 300), (0, 97.7249, 10.8122, 275.439, 0, 108.318, 40.4288, 54.5743, 20.4414, 91.8735, 184.502, 289.26), 2.78449018423872]
[(0, 97.7249, 10.8122, 275.439, 0, 108.318, 40.4288, 54.5743, 20.4414, 91.8735, 184.502, 289.26), (2, 240), (0, 97.3457, 10.8779, 274.923, 0, 107.977, 40.7873, 54.3728, 20.6321, 92.5042, 184.359, 274.99), 2.827928597255185]
[(0, 97.3457, 10.8779, 274.923, 0, 107.977, 40.7873, 54.3728, 20.6321, 92.5042, 184.359, 274.99), (2, 300), (0, 96.7735, 10.9759, 276.666, 0, 107.461, 41.329, 54.0721, 20.9165, 91.9168, 184.421, 274.99), 2.894761848162136]
[(0, 96.7735, 10.9759, 276.666, 0, 107.461, 41.329, 54.0721, 20.9165, 91.9168, 184.421, 274.99), (2, 300), (0, 96.3752, 11.0521, 277.066, 0, 107.105, 41.7043, 53.8507, 21.1267, 92.6361, 184.442, 261.72), 2.942213663809105]
[(0, 96.3752, 11.0521, 277.066, 0, 107.105, 41.7043, 53.8507, 21.1267, 92.6361, 184.442, 261.72), (2, 300), (0, 95.7749, 11.173, 278.204, 0, 106.57, 42.2693, 53.5094, 21.4511, 92.0164, 184.524, 261.72), 3.0152045989127867]
[(0, 95.7749, 11.173, 278.204, 0, 106.57, 42.2693, 53.5094, 21.4511, 92.0164, 184.524, 261.72), (2, 300), (0, 95.3878, 11.2582, 279.71, 0, 106.227, 42.6321, 53.2787, 21.6709, 92.5601, 184.674, 252.03), 3.0632299003796124]
[(0, 95.3878, 11.2582, 279.71, 0, 106.227, 42.6321, 53.2787, 21.6709, 92.5601, 184.674, 252.03), (2, 60), (0, 94.8291, 11.4065, 287.326, 0, 105.741, 43.1503, 52.9069, 22.0273, 91.9768, 184.786, 252.03), 3.1338965380133503]
[(0, 94.8291, 11.4065, 287.326, 0, 105.741, 43.1503, 52.9069, 22.0273, 91.9768, 184.786, 252.03), (2, 300), (0, 94.4845, 11.5343, 291.044, 0, 105.454, 43.4617, 52.6207, 22.3044, 92.7886, 185.134, 240.95), 3.178293412310399]
[(0, 94.4845, 11.5343, 291.044, 0, 105.454, 43.4617, 52.6207, 22.3044, 92.7886, 185.134, 240.95), (2, 300), (0, 93.9478, 11.7453, 291.434, 0, 105.01, 43.9453, 52.1587, 22.7524, 92.2165, 185.31, 240.95), 3.2486955755345104]
[(0, 93.9478, 11.7453, 291.434, 0, 105.01, 43.9453, 52.1587, 22.7524, 92.2165, 185.31, 240.95), (2, 300), (0, 93.5855, 11.8912, 291.688, 0, 104.71, 44.2721, 51.8433, 23.0583, 92.9551, 185.812, 230.79), 3.297100226781449]
[(0, 93.5855, 11.8912, 291.688, 0, 104.71, 44.2721, 51.8433, 23.0583, 92.9551, 185.812, 230.79), (2, 120), (0, 93.0426, 12.0833, 281.108, 0, 104.25, 44.769, 51.4156, 23.4714, 92.382, 185.969, 230.79), 3.370987148385083]
[(0, 93.0426, 12.0833, 281.108, 0, 104.25, 44.769, 51.4156, 23.4714, 92.382, 185.969, 230.79), (2, 300), (0, 93.0426, 12.0833, 281.108, 0, 104.25, 44.769, 51.4156, 23.4714, 92.382, 185.969, 230.79), 3.370987148385083]
