[(0, 61.1443, 38.7513, 221.644, 0, 72.8148, 79.2502, 16.0487, 57.8439, 70.9175, 215.57, 0.18), (2, 120), (0, 61.0306, 38.734, 221.45, 0, 72.7089, 79.3522, 16.0935, 57.7958, 70.805, 215.55, 0.18), 10.73397016795216]
[(0, 61.0306, 38.734, 221.45, 0, 72.7089, 79.3522, 16.0935, 57.7958, 70.805, 215.55, 0.18), (2, 240), (0, 60.7816, 38.6879, 220.057, 0, 72.479, 79.5729, 16.1998, 57.6822, 70.4374, 215.36, 1.62), 11.180101200889485]
[(0, 60.7816, 38.6879, 220.057, 0, 72.479, 79.5729, 16.1998, 57.6822, 70.4374, 215.36, 1.62), (2, 240), (0, 60.5443, 38.6429, 219.879, 0, 72.2601, 79.783, 16.302, 57.5731, 70.2033, 215.31, 1.62), 11.609163391058999]
[(0, 60.5443, 38.6429, 219.879, 0, 72.2601, 79.783, 16.302, 57.5731, 70.2033, 215.31, 1.62), (2, 180), (0, 60.1735, 38.5668, 217.938, 0, 71.9193, 80.1097, 16.4667, 57.3976, 69.5604, 214.945, 4.15), 12.297011239847409]
[(0, 60.1735, 38.5668, 217.938, 0, 71.9193, 80.1097, 16.4667, 57.3976, 69.5604, 214.945, 4.15), (2, 0), (0, 59.9214, 38.511, 220.514, 0, 71.6883, 80.3307, 16.5824, 57.2746, 69.3124, 214.884, 4.15), 12.77752155319813]
[(0, 59.9214, 38.511, 220.514, 0, 71.6883, 80.3307, 16.5824, 57.2746, 69.3124, 214.884, 4.15), (2, 0), (0, 59.5559, 38.4671, 228.324, 0, 71.3441, 80.6638, 16.7117, 57.1343, 68.5489, 214.43, 7.47), 13.36129731341139]
[(0, 59.5559, 38.4671, 228.324, 0, 71.3441, 80.6638, 16.7117, 57.1343, 68.5489, 214.43, 7.47), (2, 60), (0, 59.323, 38.4601, 228.797, 0, 71.1195, 80.8831, 16.7728, 57.0662, 68.3171, 214.41, 7.47), 13.670944290766698]
[(0, 59.323, 38.4601, 228.797, 0, 71.1195, 80.8831, 16.7728, 57.0662, 68.3171, 214.41, 7.47), (2, 300), (0, 58.9594, 38.4319, 228.668, 0, 70.773, 81.2199, 16.8853, 56.9427, 67.4307, 213.889, 10.46), 14.208112626631365]
[(0, 58.9594, 38.4319, 228.668, 0, 70.773, 81.2199, 16.8853, 56.9427, 67.4307, 213.889, 10.46), (2, 60), (0, 58.6781, 38.4167, 225.413, 0, 70.5034, 81.4826, 16.9655, 56.854, 67.1516, 213.857, 10.46), 14.605232719300444]
[(0, 58.6781, 38.4167, 225.413, 0, 70.5034, 81.4826, 16.9655, 56.854, 67.1516, 213.857, 10.46), (2, 180), (0, 58.2591, 38.3356, 217.617, 0, 70.1156, 81.8552, 17.1425, 56.6647, 66.2313, 213.345, 14.5), 15.372729385369702]
